i,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment_polarity
174,upa ke time kabhi roohafza khatam nai hua modi ne aapki botal se roohafza nikaal kar ambani ki botal daal dia chowkidar pyasa hai hamari sarkaar aayegi har musaimaan ko saalana pichhattees litre roohafza muft milega chidambaram made calculations ab hoga nyay,20,9,6,2,0,0,0,0,0,1,0,0,0,0,0,4,0.0
175,ins pm narendramodi modihiaayega,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
176,sabsebadajhootamodi apt way describe modi ji leave stone unturned amp go lengths hide truth people india,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
177,myogiadityanath up3 68500__ myogiadityanath narendramodi amitshah yadavakhilesh ndtv bbcworld cnni,9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0
178,jaisriram mamataofficial modiaanewalahai,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
179,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
180,narendramodi power iron grip institutions hold media narrative ability swing elections modi real power influence minds millions make school friends amp relatives literally punch real power,18,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
181,pm narendramodi accuses gandhi family using warship ins viraat personal taxi holiday rajivgandhi helm loksabhaelections2019 pollswithapn,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
182,conclusive evidence modi thanos slowed time true picture people throwing chairs could seen journos mini avengers nothing escapes eye,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35
183,repeat arvindkejriwal narendramodi,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
184,evms removed strong room loaded truck amethi ordered opening strong rooms strong rooms supposed sealed till counting day,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4333333333333333
185,modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
186,rabindrajayanti shubho jonmodin dadu,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
187,fear rahulgandhi makes motormouth narendramodi fumble body language clear indication defeat nothing left say running threadmill lies hatred moving anywhere josh,9,7,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0.05000000000000001
188,11 1991 modihiaayega narendramodi incindia,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
189,met 85year old narendramodi supporter rode moped 6days 1500km amravati delhi via various constituencies rajasthan mp haryana etc campaigned pm saying har har modi ghar ghar modi modideshkishaan says,14,7,3,1,0,3,0,0,0,1,0,0,0,0,0,1,0.05
190,modi guilty using iaf election campaign trips amp paying iaf pittance return bjp paid less 744 non official election trips sabsebadajhootamodi,10,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333
191,12 deshkishaanmodi mlkhattar subhashbrala kataria4ambala sureshbhattbjp bjp4ambala,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
192,abbiamo vinto fascisti sono fuori dal salone del libro con peoplepubit abbiamo tenuto una posizione che qualcuno parsa scomoda era comodissima nel solco della costituzione ottemperanza ai valori della repubblica iovadoatorino adesso che si pu dire,23,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
193,skpaswa56547334 narendramodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
194,narendramodi deshbolemodiphirse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
195,modi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
196,narendramodi naveen_odisha otvnews aajtak fani cyclone bhubaneswar narendramodi naveen_odisha otvnews,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
197,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
198,mangopeopletalk saala rajiv gandhi used ins viraat family holiday really saala corrupt ins viraat fighter ship yaar carry fighter planes things rajiv time forces get everything modi rajiv time since 1959,20,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,-0.15
199,modi dissing generations gandhis elections nehru indira rajiv sonia rahul ofcourse runs maybe modi start dissing priyanka children future naamdaars must brought justice pre emptively never know,14,6,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0
200,ji khalakassmaavaati val arj va bainhuma fi sittati ayyaamin summastwa alal arshi arrh maanu fs al bihi khabiran kabiran 59 modihiaayega,8,3,4,1,1,1,0,0,0,0,0,0,1,0,0,2,0.0
201,woman throws slipper navjot singh sidhu speaking modi rally marked modi modi chants opi,6,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1
202,2019 news,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
203,kahit na mahal na mahal mo yung tao kung di para sayo di para sayo felt,8,2,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0.0
204,8 zeenews narendramodi sudhirchaudhary abkibaarkiskisarkar modionzee,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
205,generally share times videos vice admiral vinod pasricha retd exposes narendramodi fakery rajiv gandhi saying allegations totally wrong amp official trip,11,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,-0.22499999999999998
206,vice admiral retd vinod pasricha exposes pm modi lies says former pm rajiv gandhi aboard ins viraat official visit visitors per protocol sabsebadajhootamodi,15,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0
207,brexit party ann widdecombe claims deal brexit would nothing compared sacrifice made ww2 ensure britain freedom r4today,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
208,cnnnews18 narendramodi rahulgandhi electionalert pm narendramodi done 5 years something 3,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
209,firstpost modiji vulture politics oppositions n regional parties playing religious defence patriotism c,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
210,woman throws slipper navjot singh sidhu speaking modi rally marked modi modi chants,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
211,girl village much intelligent amp honest narendra modi amp followers put together esp arun jaitley,6,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0.7
212,narendramodi please address violence problem west bengal election campaign spe,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0
213,exclusive pm narendramodi grudge aamaadmiparty conducted cbi raids arrested 25 leaders find anything pm blocks delhi governments work sanjayazadsln tells cnn news18s rupashreenanda electionswithnews18 loksabhaelections2019,15,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
214,sirpareshrawal 1 narendramodi abkibaarmodisarkar,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
215,rahulgandhi rally policeman slaps boy 4 wearing modi mask asks chant chowkidar chor hai power money gandhis made corruption bribing police goons seems real game begin come power,15,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6000000000000001
216,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
217,bhot hue mahengayi ki maar nhi chahiye hume aisi sarkar mehangipadimodisarkar zeba_yasmeen gujjar_chhora kalikaprasad5 kakorisalim poojashukla04 faeqkhan92 dr_yadavashish nishantraii javedhabibkhan1 mlarajeshsp vijayya4043 cjeet44 raheema29633520,13,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
218,watch pm modi purulia mujhe bataya gaya hai ki yahan didi ne kahan hai ki woh modi ko thapad maarna chahti hain didi mamata didi mein toh aapko didi kehta hun aapka aadar karta hun aapka thapad bhi mere liye ashirwaad ban jaayega woh bhi khalunga,26,2,4,1,1,0,0,0,1,0,0,0,1,1,0,9,-0.5
219,modi vs mahamilavat gang deshkishaanmodi,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
220,deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
221,swamy39 please stop entertainment channel comic relief neither modi ji become pm agai,7,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.25
222,mr modi charges rajivgandhi bofors scam quashed,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
223,narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
224,narendramodi abpnewstv 10 30 12 2 4 pmmodionabp,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0.0
225,modi mumbles fumbles tired scared,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4
226,loksabhaelections2019 modihiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
227,modi mitro list work done tenure hey mudi tell us topi kyu nahi pahani thi 2002 babari masood azhar ko kyu chhoda modi ok lemme talk rajiv gandhi errrrrr please give account work mudi,20,5,1,1,1,2,0,0,0,3,0,1,0,0,0,0,0.5
228,amitshah hardilmeimodi shahonnews18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
229,deshkishaanmodi bjp4india,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
230,fellow countrymen 14 cr litres sewage 140000000 litres entering ganga daily cause ganga becoming nallah previous govts busy making money amp every cleaning drive past made richer amp ganga dirtier see narendramodi made possible part 1,17,6,7,1,1,3,0,0,1,0,0,0,0,0,0,0,0.022222222222222216
231,jai ho modi ji,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
232,good job woman throws slipper navjot singh sidhu speaking modi rally marked modi modi chants opindia news via opindia_com,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0.39999999999999997
233,divyaspandana modi obsession gandhi incredible,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
234,incorrect statements modiji yet,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
235,modionzee dont miss pm narendra modis pure political interview sudhirchaudhary tonight 8 pm zeenews narendramodi bjp4india,8,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0.10714285714285714
236,n kolkata day thing lies btwn bjps victory masses unequivocally love modiji fear n intimidation mamta n goons try spread clearly people overcoming fear n voting slogan chup chap kamal chap massive bjp gains sure,21,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.275
237,madhuparna_et r u blind colour blind modi blind,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5
238,polymer modified bitumen pmb market forecast 2019 2025 available new report polymer modified bitumen pmb,7,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.2681818181818182
239,rajivgandhi used ins viraat private taxi pm narendramodi picks story media archive dug twitter user dprarohana whose handle stands shadow banned,14,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
240,wtf modi ji plz stop causing serious damages,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.41666666666666663
241,iftikhar_457 rrazzaqpmln scorpio69306505 un unhumanrights wsj nytimes sushmaswaraj narendramodi razarumi,6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0
242,bjp get majority lok sabha elections says pm narendra modi exclusive conversation sudhirchaudhary must watch modionzee tonight 8 pm zeenews narendramodi bjp4india,13,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
243,modiji distraction amp fakery last resort made indian air force jets taxi paid low 744 using iaf jets election trips scared sins haunting u shamelessly pointing fingers others,15,5,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0
244,guttermouth sherryontopp tasted dinosaur eggs face rally people chanted modi modi modi modi pakpremi got balls soundly kicked,9,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4
245,sabsebadajhootamodi modi says cong fight terrorism cong rule masood azhar arrested imprisoned hafiz saeed declared global terrorist terrorism kashmir controlled modis pig headed policies kashmir revived terror,17,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
246,congress misusing navy defence minister nsitharaman press conference modiinsviraatattack,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
247,age 42 rajiv gandhi enslaved muslims women islamic zealots passing law overturn shah bano judgement made suffer horrors triple talaq halala age 67 modi finally freed women passing law make triple talaq criminal,19,7,4,0,1,2,0,0,0,0,0,0,0,0,0,0,-0.2
248,rahulroushan rss bjp isi agents going mental knowing anti india agenda modi quic,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
249,energetic supporters supporting hon ble pm narendramodi anupampkher piyushgoyal yashodhararaje,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.375
250,slap modi aaj tak abp news18 misreport mamata banerjee statement via altnews,8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0
251,narendramodi massive crowd pm modis really purulia good bye didi deshkishaanmodi,4,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3
252,chattisgarh madhyapradesh rajasthan loan waived 2 days rahulgandhi liar officeofknath said jadu ki chadi 2 10 days shame jeetensingh road2india lillymarypinto singh_harmeet84 nitinipf modihiaayega deshkishaanmodi,14,3,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0.0
253,mr modi scared hes basically outmanoeuvred frankly hes political force made weve demolished hes abusing read cp rahulgandhis interview thetribunechds aditi tandon anshumalini3,7,10,2,1,2,0,0,0,0,0,0,4,0,0,0,1,0.0
254,deshkishaanmodi providing true grassroots development poor women empowered amp financially strong,3,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0.12777777777777774
255,1 rti 2016 2 170 justmodi rahulkabaapchorhai,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0
256,may 23rd clear government majority bjp modiji people going accept formula creates uncertainty incoherence muralidhar rao deshkishaanmodi,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10000000000000002
257,liar narendramodi sabsebadajhootamodi,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
258,namdar family congress used ins viraat personal taxi pm modi raises rajiv gandhis lakshadweep vacation using aircraft carrier,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
259,narendramodi ji people immense faith trust respect love affection bjp simply deshkishaanmodi thursdaythoughts paraskghelani ji,11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666
260,ndtv news channel carry priyankagandhis road show split screen along pm narendramodis rally touching loyalty nehru gandhi dynasty,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
261,nero also accused gujarat patels pre planning godhra train fire stunt political gains actually reaped nero 2002 security lapses intel failure amp zero action leading pulwama massacre modis operandi nomo nero,16,8,2,0,3,2,0,0,0,0,0,0,0,0,0,0,-0.054166666666666675
262,received call narendramodi almost made lose mouthful raungi chawal,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
263,drrajeshdbhat neerangautam vineet_24 romeshnadir jayprakash4 road2india kschib1961 ab_bjp prettypadmaja girishalva priyaaryaputri babble524 reinebow23 parvathinp onlinerajan__ maheshjoshi_mj macharajarao akshathabhattp raniroyrocky kvq,14,1,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0.0
264,namo namo yes bhakto true yes bhakto telling lies bhakto open mouth lie lie lie sabsebadajhootamodi,9,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.175
265,ins ins sabsabadajhootamodi,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
266,get american support masood azhar un listed terrorist modi agreed american pressure buy oil iran billions dollars amp strategic relationship iran worth declaring masood azhar un listed terrorist,14,6,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0.09999999999999999
267,pm economic advisory council member emergingroy says india heading structural economic crisis seeing early warning signs acchedin narendramodi promised keeps invoking indian history 5 year record,12,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666
268,5 5 1 1984 2 1984 3 4 1200 5 rajivgandhichorhain tajinderbagga,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0
269,listen speaking times herman_gomes vice admiral vinod pasricha said prime minister statement incorrect modiinsviraatattack,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
270,rti reveals psus forced spend rs 82 cr bjps sabka saath sabka vikas events modi government misusing taxpayers money get publicity political gain said rti activist neeraj sharma,12,8,6,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.15000000000000002
271,aayegatomodihi modihaitomumkinhai,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
272,piyushgoyal narendramodi stop digging old fake news amp start looking ever increasing complaints,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2
273,ins ins sabsebadajhootamodi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
274,narendramodi west bengal yearning democracy first cpi mamta sabotaged bjp must win big,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35000000000000003
275,rt narendramodi spoke manogyaloiwal issues concerning west bengal watch,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
276,reallyswara viratian18_ reallyswara u asked ki jab aayega modi hi itna karcha karwa ke jo elections ho,9,2,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0.0
277,divyaspandana narendramodi hello vijay malaya pa another link u,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0
278,ecisveep mamataofficial narendramodi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
279,mamataofficial tmc pm narendramodi kmc,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
280,deshkishaanmodi providing true grassroots development poor women empowered amp financially strong,3,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0.12777777777777774
281,government held sanction prosecute g vanzara amp n k amin gets special cbi court ahmedabad discharge ishrat jahan fake encounter case nero work rescuing killers amp criminals nomo nero maafimaangomodi zoomkarkedekho,22,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07142857142857142
282,ye tera ladka kya kya kehta fir raha hai narendra modi ji ke dil pyaar daalunga bach nahi sakte mere pyaar se modiji mujhe iske lachchan theek nahi lag rahe isse pehle mamla haath se nikle meri maan iski shaadi kara de,29,3,4,0,0,0,0,0,1,1,0,0,0,0,0,4,-0.5
283,sabsebadajhootamodi karnataka elections modi created fictional story nehru sacked general cariappa shameless lie fact rss plotted murder gen cariappa south indian,12,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02500000000000001
284,12 modihiaayega,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
285,amitshah narendramodi bjp4india bjp4up uttarpradesh varanasi,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
286,better country make ms mayawati prime minister narendra modi amp rahul gandhi mayawati still looking better narendra modi prime minister post next prime minister people vote sp bsp rld loksabha elections,15,4,8,1,1,0,0,0,0,0,0,0,0,0,0,2,0.3333333333333333
287,stefan vogel head commodities rabofoodagri presenting igc grains conference igcconf19 ta,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0
288,didi ruined bengals heritage pm modi west bengal via namo app,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
289,drshamamohd utpalghosh30 watermelon knife par gire ya knife watermelon par kya fark padta h katega hi ek baar fir modi jitega nhi congress haregi,15,4,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0
290,sabsabadajhootamodi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
291,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
292,rishibagree congressi modi mention surgical strikes campaigns fauj desh ki hoti hai vyakti ya par,8,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0
293,bedtet2011 2011 __ nota loksabhaelections2019 bjp4india bjp4up narendramodi bjplive pmoindia amitshah amitshahoffice narendramodi_in myogiadityanath cmofficeup drdineshbjp upgovt rssorg jpnadda sureshkkhanna,10,0,6,0,1,1,0,0,1,0,0,0,1,0,0,0,0.0
294,sadhavi narendramodi hasnt even india today confirmed details story,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4
295,inc campaign far runs like 1 abuse modi 2 abuse savarkar 3 abuse godse 4 abuse rss sangh say nothing 47 5 abuse modi msm intellectuals outraged savarkar dead 47 gone dusted modi raises tera baap chor hai suddenly morality comes back,23,7,1,1,3,7,0,0,0,0,0,0,0,0,0,0,-0.2
296,warm meeting pm modi amp divyang person varanasi deshkishaanmodi,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6
297,modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
298,mohfw_india wewanttojoinanatomy wewanttobeteachers futureonstake last year nos vaccant seats 15 6 time jpnadda mohfw_india pmoindia narendramodi fordaindia abpnewstv aajtak toiindianews pib_india subrah,12,1,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0.0
299,modi guilty using iaf election campaign trips amp paying iaf pittance return bjp paid less 744 non official election trips chandigarh shimla annadale chandigarh trip 845 paid,14,4,6,0,1,2,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333
300,canadian bhatia insignificant second rate actor next would leave modi second power used think amitabh bachaan embarrassing bigoted canadian kumar giving tough fight,7,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09722222222222222
301,gdp gas diesel petrol modikafakegdp,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
302,pm modi spent rs 2000cr public money touring world nothing show combined official trips unofficial ones amp billed taxpayer blatantly lying others breaking every rule comes easy modiji,13,7,5,0,1,0,0,0,2,0,0,0,0,0,0,0,-0.04166666666666666
303,modi wants talk nehru rajiv mountbatten cornwallis hastings minto heres thread stories doesnt want talk,9,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
304,watch massive rally crowd etches long trail gives rousing welcome pm modi helicopter lands west bengal bankura read,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
305,narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
306,kanimozhi keralacastro anilindian kuvalayamala hkupdate girishalva chathootti prafullaketkar excomradekerala prof_hariom ranganaathan jspandey_ savesabrimala ensine sagenaradamuni maheshjoshi_mj jsaideepak advmonikaarora shefvaidya sgu,14,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0
307,sabsabadajhootamodi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
308,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
