index,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment score
686,  rahulkanwal hey moron kanwal naval officer rejected modi claim shame blot journalism retd vice admiral vinod pasricha modis statement ins viraat sent rajiv gandhi family amp laws island holi,21,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8
687,  rabridevirjd modiaanewalahai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
688,  narendramodi kharge,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
689,man nehru gandhis outsmart nawab mughal sultan opulent lifestyle cost taxpayer robert clives british raj shame way partied money continued unabated thankfully modi came,15,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
690,story girl going touch heart wish child facilities child right narendramodi rahulgandhi imgrasshopper fekoslovakian,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857
691,vice admiral vinod pasricha exposes pm modi lies rajivgandhi generals vp malik amp bikram singh nailed lies surgical strikes upa pm modi habitual liar armed forces set record straight time amp time sabsebadajhootamodi,21,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2
692,  narendramodi dev_fadnavis amitshah nt understand building secretary chairman blackmail,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
693,  phirekbaarmodisarkar narendramodi bjpkarnataka,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
694,vote bjp rajiv gandhi s ignore narendramodi killed economy jobs msme sector people running scam called demonetisation years lol,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.30000000000000004
695,  narendramodi abpnewstv almighty god prayed calling true correct method meditation helps powerful spiritually tap ocean joys meditating gods words reaches tenth door,10,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21666666666666665
696,narendra modis non official trips rs crore bjp paid iaf years scroll_in,5,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0.0
697,armed forces worried misused rajiv cruise liner nehru air uber mistresses modi allowed talk decisions royalty,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
698,true deliverance man deliverance avidya e ignorance destroying positive rabindranath tagore bjp rss modi,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12575757575757573
699,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
700,shiv sena backs pm modi bhrashtachari remark says price rahul paying insulting savarkar,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0
701,  hardilmeimodi hargharmodikesaath bharatkagarvhemodi modihaitovikashai jaihind,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
702,mamataofficial vs people pmoindia tells manogyaloiwal purulia bengal narendramodi says colleague manogya attacked earlier claimed freedom expression attack suddenly silent interview live indiatoday,10,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0.04545454545454545
703,  lifestyle modification nt lifestylechange weightloss portioncontrol livehealthy exercise nutrition healthyliving eatwell foodquality wellness macros calorie cleaneating veganlife,9,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
704,  delhiiswithbjp koi drink pappumutra ki add banao chamcho ko bhejo waise kamino ne add achhi banayi asli mein yeah chamcho ka chashma hai jo congress time pe chamcho ne laga rakha tha abb inko sab achha achha dikhne laga jab narendramodi bjpdelhi ki government hai,33,3,4,2,0,0,0,0,1,2,0,0,0,0,0,0,0.0
705,  lifestyle modification nt lifestylechange weightloss portioncontrol livehealthy exercise nutrition healthyliving eatwell macros calories cleaneating veganlifestyle,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
706,  _ _,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
707,  datadarbar lahoreblast,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
708,  narendramodi rahulkachallenge,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
709,km stretch purulia nh pm held rally crowd larger city seen entire stretch filled cars trucks trolleys state govt tmc allow bjp buses jeetegatomodihi modihiaayega,16,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333
710,  bjpindia modiaanewalahai bharatkagarvmodi modihiaayega modikafakegdp,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
711,evm mamataofficial tmc ecisveep narendramodi,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
712,  narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
713,transasese bharatkagarvmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
714,ex pm ins virat family holiday link story pm narendramodi raked lot unanswered questions shehzad_ind meghasprasad murleetn,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.1
715,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
716,known bravery courage jihadi akbar reign worshipped royal families rajputana bold brave right childhood sure going valiant person grew artwork sengardeep,9,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4797619047619047
717,lot people don know alleged nude picture jonathan spence fictitious claim started leroy thomas infamous neverland taking polygraph test maury talk leroy found lying claims exist period,14,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3
718,  narendramodi best example positive work good vision reach successfull journey,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6424242424242425
719,  modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
720,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
721,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
722,  plz watch amp share deshkipasandmodi bhopal modihaitovikashai,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
723,canadian akshay kumar making fun saying petrol rs litre looks like scam petrol price rs scam acche din kind acting social media sabsebadajhootamodi,13,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.2333333333333333
724,hand pm narendramodi hasn allowed family enrich position mother travels rickshaw hand family corruption misused public resources amp strategic defence asses like ins viraat family vacation,18,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
